artist_name,track_name,release_date,genre,lyrics
Portugal. The Man,Feel It Still,2017,Alternative Rock,"Can't keep my hands to myself
Think I'll dust 'em off, put 'em back up on the shelf
In case my little baby girl is in need
Am I coming out of left field?

Ooh woo, I'm a rebel just for kicks now
I been feeling it since 1966 now
Might be over now, but I feel it still
Ooh woo, I'm a rebel just for kicks now
Let me kick it like it's 1986 now
Might be over now, but I feel it still

Got another mouth to feed
Leave it with a babysitter, mama, call the gravedigger
Gone with the fallen leaves
Am I coming out of left field?

Ooh woo, I'm a rebel just for kicks now
I been feeling it since 1966 now
Might've had your fill, but you feel it still
Ooh woo, I'm a rebel just for kicks now
Let me kick it like it's 1986 now
Might be over now, but I feel it still

We could fight a war for peace
(Ooh woo, I'm a rebel just for kicks now)
Give in to that easy living
Goodbye to my hopes and dreams
Start flipping for my enemies
Or we could wait until the walls come down
(Ooh woo, I'm a rebel just for kicks now)
It's time to give a little to the kids in the middle
But, oh, until it falls, won't bother me

Is it coming?
Is it coming?
Is it coming?
Is it coming?
Is it coming?
Is it coming back?

Ooh woo, I'm a rebel just for kicks, yeah
Your love is an abyss for my heart to eclipse now
Might be over now, but I feel it still

Ooh woo, I'm a rebel just for kicks now
I've been feeling it since 1966 now
Might be over now, but I feel it still
Ooh woo, I'm a rebel just for kicks now
Let me kick it like it's 1986 now
Might be over now, but I feel it still
Might've had your fill, but I feel it still"
My Chemical Romance,Welcome to the Black Parade,2006,Alternative Rock,"When I was a young boy, my father
Took me into the city to see a marching band
He said, ""Son, when you grow up, would you be
The savior of the broken, the beaten, and the damned?""
He said, ""Will you defeat them, your demons
And all the non-believers, the plans that they have made?
Because one day, I'll leave you a phantom
To lead you in the summer to join the black parade""
When I was a young boy, my father
Took me into the city to see a marching band
He said, ""Son, when you grow up, would you be
The savior of the broken, the beaten, and the damned?""

Sometimes, I get the feeling she's watching over me
And other times, I feel like I should go
And through it all, the rise and fall, the bodies in the streets
And when you're gone, we want you all to know

We'll carry on, we'll carry on
And though you're dead and gone, believe me
Your memory will carry on, we'll carry on
And in my heart, I can't contain it
The anthem won't explain it

A world that sends you reeling from decimated dreams
Your misery and hate will kill us all
So paint it black and take it back, and let's shout it loud and clear
Defiant to the end, we hear the call

To carry on, we'll carry on
And though you're dead and gone, believe me
Your memory will carry on, we'll carry on
And though you're broken and defeated
Your weary widow marches

On and on, we carry through the fears (Oh, ha, ha)
Disappointed faces of your peers (Oh, ha, ha)
Take a look at me, 'cause I could not care at all

Do or die, you'll never make me
Because the world will never take my heart
Go and try, you'll never break me
We want it all, we wanna play this part
I won't explain or say I'm sorry
I'm unashamed, I'm gonna show my scar
And give a cheer for all the broken
Listen here, because it's who we are
Just a man, I'm not a hero
Just a boy who had to sing this song
Just a man, I'm not a hero
I don't care

We'll carry on, we'll carry on
And though you're dead and gone, believe me
Your memory will carry on, you'll carry on
And though you're broken and defeated
Your weary widow marches on

Do or die, you'll never make me
Because the world will never take my heart
Go and try, you'll never break me
We want it all, we wanna play this part (We'll carry on)
Do or die, you'll never make me (We'll carry on)
Because the world will never take my heart (We'll carry on)
Go and try, you'll never break me (We'll carry)
We want it all, we wanna play this part (We'll carry on)"
Lana Del Rey,Video Games,2011,Alternative Rock,"Swingin' in the backyard, pull up in your fast car
Whistlin' my name
Open up a beer and you say, ""Get over here
And play a video game""
I'm in his favorite sundress, watching me get undressed
Take that body downtown
I say, ""You the bestest,"" lean in for a big kiss
Put his favorite perfume on
""Go play a video game""

It's you, it's you, it's all for you, everything I do
I tell you all the time, Heaven is a place on Earth with you
Tell me all the things you wanna do
I heard that you like the bad girls, honey, is that true?
It's better than I ever even knew
They say that the world was built for two
Only worth living if somebody is loving you
And, baby, now you do

Mmm

Singin' in the old bars, swinging with the old stars
Livin' for the fame
Kissin' in the blue dark, playing pool and wild darts
Video games
He holds me in his big arms, drunk, and I am seeing stars
This is all I think of
Watchin' all our friends fall in and out of Old Paul's, this is my idea of fun
Playin' video games

It's you, it's you, it's all for you, everything I do
I tell you all the time, Heaven is a place on Earth with you
Tell me all the things you wanna do
I heard that you like the bad girls, honey, is that true?
It's better than I ever even knew
They say that the world was built for two
Only worth living if somebody is loving you
And, baby, now you do

(N-now you do, now you do, now you do)
(N-now you do, now you do, now you do)

It's you, it's you, it's all for you, everything I do
I tell you all the time, Heaven is a place on Earth with you
Tell me all the things you wanna do
I heard that you like the bad girls, honey, is that true?
It's better than I ever even knew
They say that the world was built for two
Only worth living if somebody is loving you
And, baby, now you do

(N-now you do, now you do, now you do)
Mmm, now you do
(N-now you do, now you do, now you do)"
Radiohead,No Surprises,1997,Alternative Rock,"A heart that's full up like a landfill
A job that slowly kills you
Bruises that won't heal

You look so tired, unhappy
Bring down the government
They don't, they don't speak for us

I'll take a quiet life
A handshake of carbon monoxide
And no alarms and no surprises
No alarms and no surprises
No alarms and no surprises
Silent
Silent

This is my final fit
My final bellyache with
No alarms and no surprises
No alarms and no surprises
No alarms and no surprises, please


Such a pretty house
And such a pretty garden
No alarms and no surprises (
Let me out of here
)
No alarms and no surprises (
Let me out of here
)
No alarms and no surprises, please (
Let me out of here
)"
Harry Styles,Fine Line,2019,Alternative Rock,"Put a price on emotion
I'm looking for something to buy
You've got my devotion
But man, I can hate you sometimes
I don't want to fight you
And I don't want to sleep in the dirt
We'll get the drinks in
So I'll get to thinking of her

We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line

Test of my patience
There's things that we'll never know
You sunshine, you temptress
My hand's at risk, I fold
Crisp trepidation
I'll try to shake this soon
Spreading you open
Is the only way of knowing you
Ooh, ooh

We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be alright
We'll be alright
We'll be a fine line
We'll be a fine line
We'll be alright

(We'll be alright)
(We'll be alright)
We'll be alright
We'll be alright
Oh"
Twenty One Pilots,Chlorine,2018,Alternative Rock,"So where are ya?
It's been a little while

Sippin' on straight chlorine
Let the vibe slide over me
This beat is a chemical, beat is a chemical
When I leave, don't save my seat
I'll be back when it's all complete
The moment is medical, moment is medical
Sippin' on straight chlorine

Lovin' what I'm tastin', woah
Venom on my tongue, dependent at times
Poisonous vibrations, woah
Help my body run

I'm runnin' for my life
Runnin' for my life

Sippin' on straight chlorine
Let the vibe slide over me
This beat is a chemical, beat is a chemical
When I leave, don't save my seat
I'll be back when it's all complete
The moment is medical, moment is medical
Sippin' on straight chlorine

Fall out of formation, woah
I plan my escape from walls they confined
Rebel red carnation, woa-a-oh
Grows while I decay

I'm runnin' for my life
Runnin' for my life
Yeah, I'm runnin' for my life
Runnin' for my life

Hide you in my coat pocket, where I kept my rebel red
I felt I was invincible, you wrapped around my head
Now different lives I lead, my body lives on lead
The last two lines may read incorrect until said
The lead is terrible in flavor
But now you double as a paper maker
I despise you sometimes, I love to hate the fight
And you in my life is like

Sippin' on straight chlorine
Let the vibe slide over me
This beat is a chemical, beat is a chemical
When I leave, don't save my seat
I'll be back when it's all complete
The moment is medical, moment is medical
Sippin' on straight chlorine

Let the vibe, let the vibe
Let the vibe, let the vibe
Beat is a chemical, yeah
Let the vibe, let the vibe
Let the vibe, let the vibe
Moment is medical, yeah
Sippin' on straight chlorine
Let the vibe, let the vibe
Let the vibe, let the vibe
Beat is a chemical, yeah
Let the vibe, let the vibe
Let the vibe, let the vibe
Moment is medical, yeah

I'm so sorry I forgot you
Let me catch you up to speed
I've been tested like the ends of
A weathered flag that's by the sea
Can you build my house with pieces?
I'm just a chemical
Can you build my house with pieces?
I'm just a chemical
Can you build my house with pieces?
I'm just a chemical
Can you build my house with pieces?
I'm just a chemical"
Nirvana,Heart-Shaped Box,1993,Alternative Rock,"She eyes me like a Pisces when I am weak
I've been locked inside your heart-shaped box for weeks
I've been drawn into your magnet tar pit trap
I wish I could eat your cancer when you turn black

Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Your advice

Meat-eating orchids forgive no one just yet
Cut myself on angel hair and baby's breath
Broken hymen of your highness, I'm left black
Throw down your umbilical noose so I can climb right back

Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Your advice


She eyes me like a Pisces when I am weak
I've been locked inside your heart-shaped box for weeks
I've been drawn into your magnet tar pit trap
I wish I could eat your cancer when you turn black

Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Hey, wait, I got a new complaint
Forever in debt to your priceless advice
Your advice
Your advice
Your advice"
Green Day,Boulevard of Broken Dreams,2004,Alternative Rock,"I walk a lonely road
The only one that I have ever known
Don't know where it goes
But it's home to me, and I walk alone
I walk this empty street
On the Boulevard of Broken Dreams
Where the city sleeps
And I'm the only one, and I walk alone

I walk alone, I walk alone
I walk alone, and I walk a—

My shadow's the only one that walks beside me
My shallow heart's the only thing that's beatin'
Sometimes, I wish someone out there will find me
'Til then, I walk alone

Ah-ah, ah-ah, ah-ah, ah-ah
Ah-ah, ah-ah, ah-ah

I'm walkin' down the line
That divides me somewhere in my mind
On the borderline
Of the edge and where I walk alone
Read between the lines
What's fucked up and everything's all right
Check my vital signs
To know I'm still alive, and I walk alone

I walk alone, I walk alone
I walk alone, and I walk a—

My shadow's the only one that walks beside me
My shallow heart's the only thing that's beatin'
Sometimes, I wish someone out there will find me
'Til then, I walk alone

Ah-ah, ah-ah, ah-ah, ah-ah
Ah-ah, ah-ah
I walk alone, and I walk a—


I walk this empty street
On the Boulevard of Broken Dreams
Where the city sleeps
And I'm the only one, and I walk a—

My shadow's the only one that walks beside me
My shallow heart's the only thing that's beatin'
Sometimes, I wish someone out there will find me
'Til then, I walk alone"
5 Seconds of Summer,Youngblood,2018,Alternative Rock,"Remember the words you told me?
""Love me till the day I die""
Surrender my everything
'Cause you made me believe you're mine
Yeah, you used to call me ""baby""
Now, you're callin' me by name (Mm)
Takes one to know one, yeah
You beat me at my own damn game

You push and you push and I'm pullin' away
Pullin' away from ya
I give and I give and I give and you take
Give and you take

Youngblood
Say you want me, say you want me outta your life
And I'm just a dead man walkin' tonight
But you need it, yeah, you need it all of the time, yeah (Ooh)
Youngblood
Say you want me, say you want me back in your life
So I'm just a dead man crawlin' tonight
'Cause I need it, yeah, I need it all of the time, yeah (Ooh)

Lately, our conversations
End like it's the last goodbye
Then one of us gets too drunk
And calls about a hundred times
So 
who you been callin' ""baby""?
Nobody could take my place
When you're lookin' at those strangers
Hope to God you see my face
 (
Ooh
)

Youngblood
Say you want me, say you want me outta your life
And I'm just a dead man walkin' tonight
But you need it, yeah, you need it all of the time, yeah (Ooh)
Youngblood
Say you want me, say you want me back in your life
So I'm just a dead man crawlin' tonight
'Cause I need it, yeah, I need it all of the time, yeah (Ooh)

You push and you push and I'm pullin' away
Pullin' away from ya
I give and I give and I give and you take
Give and you take
You're runnin' around and I'm runnin' away
Runnin' away from ya, mm, from ya

Youngblood
Say you want me, say you want me outta your life
And I'm just a dead man walkin' tonight
But you need it, yeah, you need it all of the time, yeah (Ooh)
Youngblood
Say you want me, say you want me back in your life
So I'm just a dead man crawlin' tonight
'Cause I need it, yeah, I need it all of the time, yeah (Ooh)

You push and you push and I'm pullin' away
Pullin' away from ya
I give and I give and I give and you take
Give and you take
Youngblood
Say you want me, say you want me outta your life
And I'm just a dead man walkin' tonight"
Imagine Dragons,Whatever It Takes,2017,Alternative Rock,"Falling too fast to prepare for this
Tripping in the world could be dangerous
Everybody circling is vulturous
Negative, nepotist
Everybody waiting for the fall of man
Everybody praying for the end of times
Everybody hoping they could be the one
I was born to run, I was born for this

Whip, whip
Run me like a racehorse
Pull me like a ripcord
Break me down and build me up
I wanna be the slip, slip
Word upon your lip, lip
Letter that you rip, rip
Break me down and build me up

Whatever it takes
'Cause I love the adrenaline in my veins
I do whatever it takes
'Cause I love how it feels when I break the chains
Whatever it takes
Yeah, take me to the top
I'm ready for whatever it takes
'Cause I love the adrenaline in my veins
I do what it takes

Always had a fear of being typical
Looking at my body feeling miserable
Always hanging on to the visual
I wanna be invisible
Looking at my years like a martyrdom
Everybody needs to be a part of 'em
Never be enough, I'm the prodigal son
I was born to run, I was born for this

Whip, whip
Run me like a racehorse
Pull me like a ripcord
Break me down and build me up
I wanna be the slip, slip
Word upon your lip, lip
Letter that you rip, rip
Break me down and build me up

Whatever it takes
'Cause I love the adrenaline in my veins
I do whatever it takes
'Cause I love how it feels when I break the chains
Whatever it takes
Yeah, take me to the top
I'm ready for whatever it takes
'Cause I love the adrenaline in my veins
I do what it takes

Hypocritical, egotistical
Don't wanna be the parenthetical, hypothetical
Working hard on something that I'm proud of, out of the box
An epoxy to the world and the vision we've lost
I'm an apostrophe
I'm just a symbol to remind you that there's more to see
I'm just a product of the system, a catastrophe
And yet a masterpiece, and yet I'm half-diseased
And when I am deceased
At least I'll go down to the grave and die happily
And leave the body and the soul to be a part of thee
I do what it takes

Whatever it takes
'Cause I love the adrenaline in my veins
I do whatever it takes
'Cause I love how it feels when I break the chains
Whatever it takes
Yeah, take me to the top
I'm ready for whatever it takes
'Cause I love the adrenaline in my veins
I do what it takes"
Cigarettes After Sex,Apocalypse,2017,Alternative Rock,"You leapt from crumbling bridges watching cityscapes turn to dust
Filming helicopters crashing in the ocean from way above

Got the music in you, baby, tell me why
Got the music in you, baby, tell me why
You've been locked in here forever and you just can't say goodbye

Kisses on the foreheads of the lovers wrapped in your arms
You've been hiding them in hollowed out pianos left in the dark

Got the music in you, baby, tell me why
Got the music in you, baby, tell me why
You've been locked in here forever and you just can't say goodbye

Your lips, my lips
Apocalypse
Your lips, my lips
Apocalypse
Go and sneak us through the rivers
Flood is rising up on your knees
Oh, please
Come out and haunt me, I know you want me
Come out and haunt me

Sharing all your secrets with each other since you were kids
Sleeping soundly with the locket that she gave you clutched in your fist

Got the music in you, baby, tell me why
Got the music in you, baby, tell me why
You've been locked in here forever and you just can't say goodbye
You've been locked in here forever and you just can't say goodbye

Oh, when you're all alone
I will reach for you
When you're feeling low
I will be there too"
The Neighbourhood,Daddy Issues,2015,Alternative Rock,"Take you like a drug
I taste you on my tongue

You ask me what I'm thinking about
I tell you that I'm thinking about
Whatever you're thinking about (Ah)
Tell me somethin' then I'll forget
And you might have to tell me again
It's crazy what you do for a friend

Go ahead and cry, little girl
Nobody does it like you do
I know how much it matters to you
I know that you got daddy issues
And if you were my little girl
I'd do whatever I could do
I'd run away and hide with you
I know that you got daddy issues, and I do too

I tried to write your name in the rain
But the rain never came
So I made with the sun
The shade
Always comes at the worst times (Ah)

You ask me what I'm thinking about
I tell you that I'm thinking about
Whatever you're thinking about
Tell me somethin' then I'll forget
And you might have to tell me again
It's crazy what you do for a friend

Go ahead and cry, little girl
Nobody does it like you do
I know how much it matters to you
I know that you got daddy issues
And if you were my little girl
I'd do whatever I could do
I'd run away and hide with you
I know that you got daddy issues

I keep on tryin' to let you go
I'm dyin' to let you know
How I'm getting on
I didn't cry when you left at first
But now that you're dead it hurts
This time I gotta know
Where did my daddy go?
I'm not entirely here
Half of me has disappeared

Go ahead and cry, little boy
You know that your daddy did too
You know what your mama went through
You gotta let it out soon, just let it out

Go ahead and cry, little girl
Nobody does it like you do
I know how much it matters to you
I know that you got daddy issues
And if you were my little girl
I'd do whatever I could do
I'd run away and hide with you
I know that you got daddy issues, and I do too
If you were my little girl
I'd do whatever I could do
I'd run away and hide with you
I know that you got daddy issues, and I do too"
Hozier,Work Song,2014,Alternative Rock,"Mmm, mmm, mmm, mmm
Mmm, mmm, mmm, mmm

Boys workin' on empty
Is that the kinda way to face the burnin' heat?
I just think about my baby
I'm so full of love, I could barely eat
There's nothin' sweeter than my baby
I'd never want once from the cherry tree
'Cause my baby's sweet as can be
She'd give me toothaches just from kissin' me

When my time comes around
Lay me gently in the cold, dark earth
No grave can hold my body down
I'll crawl home to her

Boys, when my baby found me
I was three days on a drunken sin
I woke with her walls around me
Nothin' in her room but an empty crib
And I was burnin' up a fever
I didn't care much how long I lived
But I swear, I thought I dreamed her
She never asked me once about the wrong I did

When my time comes around
Lay me gently in the cold, dark earth
No grave can hold my body down
I'll crawl home to her
When my time comes around
Lay me gently in the cold, dark earth
No grave can hold my body down
I'll crawl home to her

My babe would never fret none
About what my hands and my body done
If the Lord don't forgive me
I'd still have my baby and my babe would have me
When I was kissin' on my baby
And she put her love down, soft and sweet
In the low lamplight, I was free
Heaven and hell were words to me

When my time comes around
Lay me gently in the cold, dark earth
No grave can hold my body down
I'll crawl home to her
When my time comes around
Lay me gently in the cold, dark earth
No grave can hold my body down
I'll crawl home to her"
Tom Odell,Another Love,2012,Alternative Rock,"I wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring
And I wanna kiss you, make you feel alright
I'm just so tired to share my nights

I wanna cry and I wanna love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
Up

Oh
Oh

And if somebody hurts you, I wanna fight
But my hand's been broken one too many times
So I'll use my voice, I'll be so fucking rude
Words, they always win, but I know I'll lose
And I'd sing a song that'd be just ours
But I sang 'em all to another heart

And I wanna cry, I wanna learn to love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
Up

Oh
Oh
(Oh, need a love, now)
(My heart is thinking of)

I wanna sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
Up"
Train,Drops of Jupiter (Tell Me),2001,Alternative Rock,"Now, that she's back in the atmosphere
With drops of Jupiter in her hair
She acts like summer and walks like rain
Reminds me that there's time to change, hey-hey
Since the return of her stay on the Moon
She listens like spring and she talks like June, hey-hey
Hey-hey, yeah

But tell me, did you sail across the Sun?
Did you make it to the Milky Way to see the lights all faded
And that Heaven is overrated?
Tell me, did you fall for a shooting star?
One without a permanent scar?
And did you miss me while you were looking for yourself out there?

Now, that she's back from that soul vacation
Tracin' her way through the constellation, hey-hey (Mmm)
She checks out Mozart while she does Tae-Bo
Reminds me that there's room to grow, hey-hey, yeah
Now, that she's back in the atmosphere
I'm afraid that she might think of me as
Plain ol' Jane told a story about a man
Who was too afraid to fly, so he never did land

But tell me, did the wind sweep you off your feet?
Did you finally get the chance to dance along the light of day
And head back to the Milky Way?
And tell me, did Venus blow your mind?
Was it everything you wanted to find?
And did you miss me while you were looking for yourself out there?

Can you imagine no love, pride, deep-fried chicken
Your best friend always sticking up for you
Even when I know you're wrong?
Can you imagine no first dance, freeze-dried romance
Five-hour phone conversation
The best soy latte that you ever had, and me?

But tell me, did the wind sweep you off your feet? (Feet)
Did you finally get the chance to dance along the light of day (The light of day)
And head back toward the Milky Way?
And tell me, did you sail across the Sun?
Did you make it to the Milky Way to see the lights all faded
And that Heaven is overrated?
And tell me, did you fall for a shooting star?
One without a permanent scar?
And did you miss me while you were looking for yourself?

Na-na, na-na, na-na
Na-na, na-na, na-na, na-na, na-na
And did you finally get the chance to dance along the light of day?
Na-na, na-na, na-na
Na-na, na-na, na-na, na-na, na-na
And did you fall for a shooting star?
Fall for a shooting star?
Na-na, na-na, na-na
Na-na, na-na, na-na, na-na, na-na
And are you lonely looking for yourself out there?"
Mitski,First Love / Late Spring,2014,Alternative Rock,"The black hole of the window where you sleep
The night breeze carries something sweet, a peach tree
Wild women don't get the blues, but I find that
Lately, I've been crying like a tall child

So please, hurry, leave me, I can't breathe
Please don't say you love me
胸がはち切れそうで
One word from you and I would
Jump off of this ledge I'm on, baby
Tell me, ""Don't"", so I can crawl back in

And I was so young when I behaved twenty-five
Yet now, I find I've grown into a tall child
And I don't wanna go home yet
Let me walk to the top of the big night sky

Please, hurry, leave me, I can't breathe
Please don't say you love me
胸がはち切れそうで
One word from you and I would
Jump off of this ledge I'm on, baby
Tell me, ""Don't"", so I can crawl back in


One word from you and I would
Jump off of this ledge I'm on, baby
Tell me, ""Don't"", so I can crawl back in

Please, hurry, leave me, I can't breathe"
Kanye West,Moon,2021,Alternative Rock,"I wanna go to the moon, don't leave so soon (Don't leave so soon)
How could I get through? (How could I get through?)
I wanna go to the moon, don't leave so soon (Don't leave so soon)
How could I get through? (How could I get through?)
I wanna go to the moon, don't leave so soon (Don't leave so soon)
How could I get through? (How could I get through?)

Hee-hee, here we go, strap in, we up
Never forget all the memories
Sittin', I sip out my cup
Thinkin' I should be a better me
Truly I'm blessed from the start
So much to say in these melodies, oh
Stare at the sky, the moon singin' sweet
Oh, my God, such a sweet moment
Angels, they say I'm not ever weak, such a lonely boy
Heaven knows I might never sleep, trouble in my soul
Hey, I've been prayin', life can be drainin', oh
Hey, who relate? Tryna keep followin' on
I'm ashamed, hated what I would see and nobody knows, so I go

How can I get through?
 (Don't leave so soon)
How can I get through? (
To the moon
)
How can I get through?
 (
To the moon
)
Early afternoon
, I wanna go to the moon (
Take you to the moon
)
Don't leave so soon (
Woah
)
Don't leave so soon
How could I get through? (
Yeah
)
How can I get through?
 (
Ooh
)
Early afternoon
, I wanna go to the moon (
Ooh
,
 take you to the moon
)
Don't leave so soon (
Ooh
)
Don't leave so soon
 (
Don't leave so soon
)
How could I get through? (How could I get through?)

Yeah-yeah
Woah-oh, oh-oh, oh-oh
Woah-oh, oh-oh, oh-oh
How could I get through?
How could I get through?
How could I get through?
How could I get through?
How could I get through?"
Weezer,Buddy Holly,1994,Alternative Rock,"What's with these homies dissin' my girl?
Why do they gotta front?
What did we ever do to these guys
That made them so violent?

Woo-hoo, but you know I'm yours
Woo-hoo, and I know you're mine
Woo-hoo, and that's for all of time

Ooh-wee-ooh, I look just like Buddy Holly
Oh, oh, and you're Mary Tyler Moore
I don't care what they say about us anyway
I don't care 'bout that

Don't you ever fear, I'm always near
I know that you need help
Your tongue is twisted, your eyes are slit
You need a guardian

Woo-hoo, and you know I'm yours
Woo-hoo, and I know you're mine
Woo-hoo, and that's for all of time

Ooh-wee-ooh, I look just like Buddy Holly
Oh, oh, and you're Mary Tyler Moore
I don't care what they say about us anyway
I don't care 'bout that
I don't care 'bout that

Bang, bang, knock on the door
Another big bang, get down on the floor
Oh no, what do we do?
Don't look now, but I lost my shoe
I can't run and I can't kick
What's a matter, babe, are you feelin' sick?
What's a matter, what's a matter, what's a matter you?
What's a matter, babe, are you feelin' blue? Oh-oh


And that's for all of time
And that's for all of time

Ooh-wee-ooh, I look just like Buddy Holly
Oh, oh, and you're Mary Tyler Moore
I don't care what they say about us anyway
I don't care 'bout that
I don't care 'bout that
I don't care 'bout that
I don't care 'bout that"
Keane,Somewhere Only We Know,2004,Alternative Rock,"I walked across an empty land
I knew the pathway like the back of my hand
I felt the earth beneath my feet
Sat by the river and it made me complete

Oh, simple thing, where have you gone?
I'm getting old and I need something to rely on
So tell me when you're gonna let me in
I'm getting tired and I need somewhere to begin

I came across a fallen tree
I felt the branches of it looking at me
Is this the place we used to love?
Is this the place that I've been dreaming of?

Oh, simple thing, where have you gone?
I'm getting old and I need something to rely on
So tell me when you're gonna let me in
I'm getting tired and I need somewhere to begin

And if you have a minute, why don't we go
Talk about it somewhere only we know?
This could be the end of everything
So why don't we go somewhere only we know?
Somewhere only we know

Oh, simple thing, where have you gone?
I'm getting old and I need something to rely on
So tell me when you're gonna let me in
I'm getting tired and I need somewhere to begin

And if you have a minute, why don't we go
Talk about it somewhere only we know?
This could be the end of everything
So why don't we go? So why don't we go?

Ooh-ooh-ooh
Oh-oh-oh

This could be the end of everything
So why don't we go somewhere only we know?
Somewhere only we know
Somewhere only we know"
